Date,High,Low,Open,Close,Volume,Adj Close,Month,Quarter,Year
2018-12-10,1059.599976,1033,1042.939941,1053.180054,1682600,1053.180054,12,Quarter 4,2018
2018-12-11,1070.400024,1050.099976,1066.939941,1061.650024,1692600,1061.650024,12,Quarter 4,2018
2018-12-12,1091.72998,1071.969971,1077.079956,1073.72998,1448000,1073.72998,12,Quarter 4,2018
2018-12-13,1088.420044,1064.98999,1075.670044,1073.540039,1249300,1073.540039,12,Quarter 4,2018
2018-12-14,1071.719971,1049.369995,1060.02002,1051.709961,1817900,1051.709961,12,Quarter 4,2018
2018-12-17,1062.380005,1016.630005,1047.01001,1025.650024,2496600,1025.650024,12,Quarter 4,2018
2018-12-18,1059.689941,1030.47998,1034,1043.410034,2182000,1043.410034,12,Quarter 4,2018
2018-12-19,1075.709961,1019.429993,1047.290039,1035.459961,2913200,1035.459961,12,Quarter 4,2018
2018-12-20,1047.439941,1007.859985,1026,1023.580017,2683700,1023.580017,12,Quarter 4,2018
2018-12-21,1037.670044,981.1900024,1032.040039,991.25,5232800,991.25,12,Quarter 4,2018
2018-12-24,1012.119995,977.6599731,984.3200073,984.6699829,1818000,984.6699829,12,Quarter 4,2018
2018-12-26,1048.449951,992.6500244,997.9899902,1047.849976,2315900,1047.849976,12,Quarter 4,2018
2018-12-27,1053.339966,1007,1026.199951,1052.900024,2299800,1052.900024,12,Quarter 4,2018
2018-12-28,1064.22998,1042,1059.5,1046.680054,1719900,1046.680054,12,Quarter 4,2018
2018-12-31,1062.98999,1033.040039,1057.829956,1044.959961,1655500,1044.959961,12,Quarter 4,2018
2019-01-02,1060.790039,1025.280029,1027.199951,1054.680054,1593400,1054.680054,1,Quarter 1,2019
2019-01-03,1066.26001,1022.369995,1050.670044,1025.469971,2098000,1025.469971,1,Quarter 1,2019
2019-01-04,1080,1036.859985,1042.560059,1078.069946,2301100,1078.069946,1,Quarter 1,2019
2019-01-07,1082.699951,1062.640015,1080.969971,1075.920044,2372300,1075.920044,1,Quarter 1,2019
2019-01-08,1093.349976,1068.349976,1086,1085.369995,1770700,1085.369995,1,Quarter 1,2019
2019-01-09,1091.640015,1074.369995,1087.98999,1081.650024,1349900,1081.650024,1,Quarter 1,2019
2019-01-10,1079.810059,1064.680054,1074.939941,1078.829956,1329900,1078.829956,1,Quarter 1,2019
2019-01-11,1073.369995,1056.430054,1069.900024,1064.469971,1543200,1064.469971,1,Quarter 1,2019
2019-01-14,1058.449951,1048.550049,1053.339966,1051.51001,1424500,1051.51001,1,Quarter 1,2019
2019-01-15,1088.27002,1054.439941,1058.01001,1086.51001,1875900,1086.51001,1,Quarter 1,2019
2019-01-16,1102.359985,1088.01001,1090,1089.51001,1914000,1089.51001,1,Quarter 1,2019
2019-01-17,1100.699951,1083.26001,1087.98999,1099.119995,1244800,1099.119995,1,Quarter 1,2019
2019-01-18,1118,1099.280029,1108.589966,1107.300049,2244600,1107.300049,1,Quarter 1,2019
2019-01-22,1098.969971,1070.890015,1096,1078.630005,1981600,1078.630005,1,Quarter 1,2019
2019-01-23,1092.949951,1067.569946,1086.859985,1084.410034,1259700,1084.410034,1,Quarter 1,2019
2019-01-24,1088,1070.02002,1082.51001,1084,1455700,1084,1,Quarter 1,2019
2019-01-25,1103.359985,1091.800049,1094.22998,1101.51001,1163000,1101.51001,1,Quarter 1,2019
2019-01-28,1093.369995,1074.609985,1090.069946,1079.859985,1466700,1079.859985,1,Quarter 1,2019
2019-01-29,1084.72998,1066.02002,1081.040039,1070.060059,985200,1070.060059,1,Quarter 1,2019
2019-01-30,1099.52002,1076.640015,1077.359985,1097.98999,1472600,1097.98999,1,Quarter 1,2019
2019-01-31,1127.670044,1105.25,1112.23999,1125.890015,2011600,1125.890015,1,Quarter 1,2019
2019-02-01,1134.400024,1114.25,1122.290039,1118.619995,1655800,1118.619995,2,Quarter 1,2019
2019-02-04,1142.339966,1117.51001,1119.01001,1141.420044,3920400,1141.420044,2,Quarter 1,2019
2019-02-05,1152.77002,1123.599976,1129.630005,1151.869995,4114800,1151.869995,2,Quarter 1,2019
2019-02-06,1154,1118.359985,1149.27002,1122.890015,2412800,1122.890015,2,Quarter 1,2019
2019-02-07,1111.98999,1093.589966,1111.819946,1105.910034,1914900,1105.910034,2,Quarter 1,2019
2019-02-08,1105.099976,1094.23999,1094.880005,1102.380005,1088300,1102.380005,2,Quarter 1,2019
2019-02-11,1113.430054,1100,1103.75,1102.119995,924900,1102.119995,2,Quarter 1,2019
2019-02-12,1132.859985,1111.01001,1111.01001,1127.579956,1751800,1127.579956,2,Quarter 1,2019
2019-02-13,1142.849976,1126,1133.040039,1128.630005,1402100,1128.630005,2,Quarter 1,2019
2019-02-14,1136.130005,1117.089966,1125,1129.199951,1055300,1129.199951,2,Quarter 1,2019
2019-02-15,1139.300049,1116.719971,1139.300049,1119.630005,1391300,1119.630005,2,Quarter 1,2019
2019-02-19,1129.640015,1116.640015,1116.640015,1126.51001,1099000,1126.51001,2,Quarter 1,2019
2019-02-20,1130.930054,1111.75,1128.880005,1120.589966,1204500,1120.589966,2,Quarter 1,2019
2019-02-21,1119.150024,1097.97998,1118.780029,1104.209961,1663600,1104.209961,2,Quarter 1,2019
2019-02-22,1117.25,1100.5,1109.699951,1116.560059,1471800,1116.560059,2,Quarter 1,2019
2019-02-25,1125.400024,1114.109985,1121.930054,1117.329956,1310400,1117.329956,2,Quarter 1,2019
2019-02-26,1126.439941,1106.699951,1114.369995,1122.01001,1751300,1122.01001,2,Quarter 1,2019
2019-02-27,1125.72998,1108.560059,1114.01001,1122.890015,1104600,1122.890015,2,Quarter 1,2019
2019-02-28,1133.98999,1118.410034,1119,1126.550049,1371100,1126.550049,2,Quarter 1,2019
2019-03-01,1150,1131,1131,1148.52002,1704300,1148.52002,3,Quarter 1,2019
2019-03-04,1165.52002,1138.25,1154.560059,1153.420044,1774500,1153.420044,3,Quarter 1,2019
2019-03-05,1176.48999,1153.02002,1156,1169.189941,2004700,1169.189941,3,Quarter 1,2019
2019-03-06,1174.73999,1163.050049,1171.76001,1164.939941,1180100,1164.939941,3,Quarter 1,2019
2019-03-07,1163.579956,1141.709961,1160.5,1150.849976,1504300,1150.849976,3,Quarter 1,2019
2019-03-08,1153.449951,1130.199951,1133.900024,1149.969971,1184700,1149.969971,3,Quarter 1,2019
2019-03-11,1179.910034,1151.569946,1152,1179.26001,1501600,1179.26001,3,Quarter 1,2019
2019-03-12,1205.709961,1182.300049,1182.300049,1197.25,2111000,1197.25,3,Quarter 1,2019
2019-03-13,1207.119995,1197.910034,1205.930054,1199.060059,1294400,1199.060059,3,Quarter 1,2019
2019-03-14,1204.699951,1191.22998,1199.02002,1192.530029,1365100,1192.530029,3,Quarter 1,2019
2019-03-15,1201.719971,1187.01001,1198,1190.300049,2594300,1190.300049,3,Quarter 1,2019
2019-03-18,1194.949951,1181.47998,1189.689941,1188.550049,1222100,1188.550049,3,Quarter 1,2019
2019-03-19,1203.410034,1189.459961,1191.719971,1202.459961,1489400,1202.459961,3,Quarter 1,2019
2019-03-20,1229.98999,1199.589966,1201.400024,1226.430054,2075400,1226.430054,3,Quarter 1,2019
2019-03-21,1236.439941,1216.579956,1220,1236.130005,1407500,1236.130005,3,Quarter 1,2019
2019-03-22,1233.630005,1206,1228.849976,1207.650024,1721100,1207.650024,3,Quarter 1,2019
2019-03-25,1209.439941,1190,1199.560059,1197.380005,1378800,1197.380005,3,Quarter 1,2019
2019-03-26,1207.650024,1181.76001,1205.189941,1189.839966,1537600,1189.839966,3,Quarter 1,2019
2019-03-27,1191.920044,1164.22998,1191.920044,1178.01001,1471400,1178.01001,3,Quarter 1,2019
2019-03-28,1177.25,1163.430054,1175.5,1172.27002,1120100,1172.27002,3,Quarter 1,2019
2019-03-29,1183.969971,1166.380005,1180.180054,1176.890015,1544500,1176.890015,3,Quarter 1,2019
2019-04-01,1200.199951,1186.359985,1187.540039,1198.97998,1385300,1198.97998,4,Quarter 2,2019
2019-04-02,1205.810059,1191.23999,1200.050049,1205.540039,914400,1205.540039,4,Quarter 2,2019
2019-04-03,1220.599976,1205.079956,1212.699951,1210.810059,1109000,1210.810059,4,Quarter 2,2019
2019-04-04,1220.550049,1209.040039,1211.290039,1219.449951,1051100,1219.449951,4,Quarter 2,2019
2019-04-05,1220.390015,1210.030029,1219.300049,1211.449951,1000600,1211.449951,4,Quarter 2,2019
2019-04-08,1213.949951,1204.699951,1211.109985,1208.280029,1087500,1208.280029,4,Quarter 2,2019
2019-04-09,1207.150024,1198.380005,1201.890015,1202.689941,983400,1202.689941,4,Quarter 2,2019
2019-04-10,1208.939941,1200.660034,1205.089966,1206.449951,775500,1206.449951,4,Quarter 2,2019
2019-04-11,1212.73999,1204.540039,1208.900024,1209.589966,849900,1209.589966,4,Quarter 2,2019
2019-04-12,1223.050049,1213.290039,1215.619995,1222.72998,1215600,1222.72998,4,Quarter 2,2019
2019-04-15,1229.300049,1214.560059,1224.089966,1226.530029,1189800,1226.530029,4,Quarter 2,2019
2019-04-16,1235.97998,1225.040039,1230,1231.910034,1131100,1231.910034,4,Quarter 2,2019
2019-04-17,1245.099976,1232.900024,1237,1240.140015,1518300,1240.140015,4,Quarter 2,2019
2019-04-18,1245.939941,1239.410034,1245,1241.469971,1237500,1241.469971,4,Quarter 2,2019
2019-04-22,1254.339966,1233.369995,1236.670044,1253.76001,954200,1253.76001,4,Quarter 2,2019
2019-04-23,1274.430054,1251.969971,1256.640015,1270.589966,1593400,1270.589966,4,Quarter 2,2019
2019-04-24,1274,1259.810059,1270.589966,1260.050049,1169800,1260.050049,4,Quarter 2,2019
2019-04-25,1272.800049,1258,1270.300049,1267.339966,1567200,1267.339966,4,Quarter 2,2019
2019-04-26,1278.910034,1265,1273.380005,1277.420044,1361400,1277.420044,4,Quarter 2,2019
2019-04-29,1296.969971,1271.709961,1280.51001,1296.199951,3618400,1296.199951,4,Quarter 2,2019
2019-04-30,1200.97998,1183,1190.630005,1198.959961,6658900,1198.959961,4,Quarter 2,2019
2019-05-01,1199.25,1171.680054,1197.5,1173.319946,3717000,1173.319946,5,Quarter 2,2019
2019-05-02,1179.380005,1158.329956,1172.599976,1166.51001,2254900,1166.51001,5,Quarter 2,2019
2019-05-03,1191.400024,1173.550049,1177.410034,1189.550049,2079400,1189.550049,5,Quarter 2,2019
2019-05-06,1195.430054,1171.160034,1172,1193.459961,1588700,1193.459961,5,Quarter 2,2019
2019-05-07,1194.77002,1165,1185.810059,1178.859985,1830200,1178.859985,5,Quarter 2,2019
2019-05-08,1184.27002,1167.630005,1177.290039,1170.780029,1276000,1170.780029,5,Quarter 2,2019
2019-05-09,1174.069946,1154.640015,1162.599976,1167.969971,1477800,1167.969971,5,Quarter 2,2019
2019-05-10,1176.280029,1146.369995,1168.839966,1167.640015,1582500,1167.640015,5,Quarter 2,2019
2019-05-13,1151.969971,1125.5,1145.23999,1136.589966,2281300,1136.589966,5,Quarter 2,2019
2019-05-14,1144.869995,1123.530029,1142.319946,1124.859985,2019600,1124.859985,5,Quarter 2,2019
2019-05-15,1178.300049,1121.400024,1122.550049,1170.800049,2965100,1170.800049,5,Quarter 2,2019
2019-05-16,1194.160034,1168.449951,1171.839966,1184.5,1765400,1184.5,5,Quarter 2,2019
2019-05-17,1186.290039,1166.420044,1175.829956,1168.780029,1268100,1168.780029,5,Quarter 2,2019
2019-05-20,1153,1138.140015,1153,1144.660034,1530100,1144.660034,5,Quarter 2,2019
2019-05-21,1158,1143.310059,1154.47998,1154.439941,1028100,1154.439941,5,Quarter 2,2019
2019-05-22,1163.780029,1151,1151.25,1155.849976,941300,1155.849976,5,Quarter 2,2019
2019-05-23,1150.050049,1133.160034,1146.069946,1145.339966,1260700,1145.339966,5,Quarter 2,2019
2019-05-24,1154.359985,1136.709961,1152,1138.609985,927700,1138.609985,5,Quarter 2,2019
2019-05-28,1156.48999,1138.670044,1141.47998,1139.560059,1047400,1139.560059,5,Quarter 2,2019
2019-05-29,1135,1111.949951,1132.699951,1119.939941,1811500,1119.939941,5,Quarter 2,2019
2019-05-30,1126.800049,1115.900024,1120.150024,1121.410034,904400,1121.410034,5,Quarter 2,2019
2019-05-31,1113.400024,1103.349976,1105.640015,1106.5,1579100,1106.5,5,Quarter 2,2019
2019-06-03,1067,1027.030029,1066.930054,1038.73999,4844500,1038.73999,6,Quarter 2,2019
2019-06-04,1058.439941,1036.030029,1044.48999,1054.48999,3025600,1054.48999,6,Quarter 2,2019
2019-06-05,1056.810059,1033,1055,1044.640015,2349400,1044.640015,6,Quarter 2,2019
2019-06-06,1050,1035.51001,1046.209961,1047.76001,1451000,1047.76001,6,Quarter 2,2019
2019-06-07,1073.430054,1051.150024,1054.280029,1068.369995,2191400,1068.369995,6,Quarter 2,2019
2019-06-10,1094.839966,1075.280029,1077,1082.76001,1425500,1082.76001,6,Quarter 2,2019
2019-06-11,1104.01001,1079.569946,1096.98999,1081.040039,1675400,1081.040039,6,Quarter 2,2019
2019-06-12,1082.52002,1069.599976,1079.949951,1079.099976,1183500,1079.099976,6,Quarter 2,2019
2019-06-13,1096.589966,1082.569946,1084.709961,1091.01001,1040700,1091.01001,6,Quarter 2,2019
2019-06-14,1094.76001,1081.47998,1089.73999,1086.300049,1229100,1086.300049,6,Quarter 2,2019
2019-06-17,1101.280029,1088,1089.099976,1093.890015,988500,1093.890015,6,Quarter 2,2019
2019-06-18,1118.780029,1100.790039,1111.5,1105.23999,1726300,1105.23999,6,Quarter 2,2019
2019-06-19,1109.430054,1096.030029,1107.23999,1104.51001,1335700,1104.51001,6,Quarter 2,2019
2019-06-20,1122.719971,1107,1121.699951,1113.199951,1200900,1113.199951,6,Quarter 2,2019
2019-06-21,1126.569946,1109.719971,1109.859985,1125.369995,2538700,1125.369995,6,Quarter 2,2019
2019-06-24,1123.569946,1113.310059,1120,1116.699951,1211800,1116.699951,6,Quarter 2,2019
2019-06-25,1115.699951,1084.599976,1115.079956,1087.579956,1582200,1087.579956,6,Quarter 2,2019
2019-06-26,1095.119995,1073.689941,1091,1080.319946,1734900,1080.319946,6,Quarter 2,2019
2019-06-27,1088.459961,1075.849976,1086.75,1076.630005,1203900,1076.630005,6,Quarter 2,2019
2019-06-28,1082.800049,1073.800049,1077.22998,1082.800049,1683600,1082.800049,6,Quarter 2,2019
2019-07-01,1108.589966,1095.329956,1101.040039,1100,1459800,1100,7,Quarter 3,2019
2019-07-02,1112.890015,1099.670044,1104.829956,1112.599976,1031500,1112.599976,7,Quarter 3,2019
2019-07-03,1127.98999,1114.849976,1118.5,1122.98999,1007700,1122.98999,7,Quarter 3,2019
2019-07-05,1134.650024,1117.5,1119.369995,1132.670044,1489700,1132.670044,7,Quarter 3,2019
2019-07-08,1127.209961,1111.76001,1125.869995,1116.790039,1494400,1116.790039,7,Quarter 3,2019
2019-07-09,1127.859985,1107.150024,1110.319946,1124.290039,1473600,1124.290039,7,Quarter 3,2019
2019-07-10,1142.339966,1130.660034,1132.319946,1140.910034,1535500,1140.910034,7,Quarter 3,2019
2019-07-11,1153.23999,1139.530029,1146.160034,1144.079956,1300200,1144.079956,7,Quarter 3,2019
2019-07-12,1147.5,1138.560059,1142.930054,1145.339966,1093900,1145.339966,7,Quarter 3,2019
2019-07-15,1150.680054,1140,1145.339966,1150.51001,1058200,1150.51001,7,Quarter 3,2019
2019-07-16,1158.579956,1146.72998,1146.72998,1153.459961,1267600,1153.459961,7,Quarter 3,2019
2019-07-17,1158.439941,1146.619995,1150.920044,1146.73999,976900,1146.73999,7,Quarter 3,2019
2019-07-18,1148.170044,1132.859985,1142,1147.23999,1272500,1147.23999,7,Quarter 3,2019
2019-07-19,1151.579956,1131.25,1149.319946,1131.550049,1159200,1131.550049,7,Quarter 3,2019
2019-07-22,1140.02002,1125.209961,1135.469971,1139.209961,1445700,1139.209961,7,Quarter 3,2019
2019-07-23,1148.859985,1132.849976,1143.449951,1148.050049,1032400,1148.050049,7,Quarter 3,2019
2019-07-24,1145.459961,1128.51001,1132.619995,1139.72998,1359600,1139.72998,7,Quarter 3,2019
2019-07-25,1143.589966,1123.709961,1138.949951,1135.939941,2738100,1135.939941,7,Quarter 3,2019
2019-07-26,1268.390015,1228,1228,1245.219971,6060800,1245.219971,7,Quarter 3,2019
2019-07-29,1248.98999,1230.199951,1242.5,1241.839966,2069100,1241.839966,7,Quarter 3,2019
2019-07-30,1236.910034,1225.319946,1227,1228,1430800,1228,7,Quarter 3,2019
2019-07-31,1234.910034,1208.180054,1224.869995,1218.199951,1998000,1218.199951,7,Quarter 3,2019
2019-08-01,1236.300049,1207,1217.630005,1211.780029,1771300,1211.780029,8,Quarter 3,2019
2019-08-02,1209.5,1190,1203,1196.319946,1745500,1196.319946,8,Quarter 3,2019
2019-08-05,1176.880005,1142.75,1172.969971,1154.75,2392000,1154.75,8,Quarter 3,2019
2019-08-06,1181.400024,1161.530029,1165.52002,1171.079956,1800700,1171.079956,8,Quarter 3,2019
2019-08-07,1179.869995,1150.839966,1157.800049,1175.910034,1534300,1175.910034,8,Quarter 3,2019
2019-08-08,1206.280029,1174,1186.430054,1206.189941,1505800,1206.189941,8,Quarter 3,2019
2019-08-09,1204.459961,1184.890015,1199.98999,1188.900024,1020900,1188.900024,8,Quarter 3,2019
2019-08-12,1185.609985,1168.719971,1180,1174.5,1103200,1174.5,8,Quarter 3,2019
2019-08-13,1205.430054,1172.98999,1174.349976,1196.72998,1421700,1196.72998,8,Quarter 3,2019
2019-08-14,1182.790039,1161.069946,1176.069946,1164.25,1771500,1164.25,8,Quarter 3,2019
2019-08-15,1176.420044,1163,1168.430054,1169.319946,1425300,1169.319946,8,Quarter 3,2019
2019-08-16,1183.839966,1173,1180.790039,1179.209961,1245800,1179.209961,8,Quarter 3,2019
2019-08-19,1209.390015,1190.400024,1191.829956,1200.439941,1222500,1200.439941,8,Quarter 3,2019
2019-08-20,1198,1183.050049,1195.349976,1183.530029,1010300,1183.530029,8,Quarter 3,2019
2019-08-21,1200.560059,1187.920044,1195.819946,1191.579956,707600,1191.579956,8,Quarter 3,2019
2019-08-22,1198.780029,1178.910034,1193.800049,1191.52002,867600,1191.52002,8,Quarter 3,2019
2019-08-23,1195.670044,1150,1185.170044,1153.579956,1812700,1153.579956,8,Quarter 3,2019
2019-08-26,1171.859985,1154.849976,1159.449951,1171.180054,1058300,1171.180054,8,Quarter 3,2019
2019-08-27,1185,1164.560059,1183,1170.819946,1173000,1170.819946,8,Quarter 3,2019
2019-08-28,1178.5,1160.25,1164.869995,1173.75,840500,1173.75,8,Quarter 3,2019
2019-08-29,1199.189941,1185.280029,1186.420044,1194.23999,981800,1194.23999,8,Quarter 3,2019
2019-08-30,1200.349976,1185.719971,1200.349976,1190.530029,903200,1190.530029,8,Quarter 3,2019
2019-09-03,1189.079956,1163.709961,1181.849976,1169.550049,1295400,1169.550049,9,Quarter 3,2019
2019-09-04,1184.880005,1171.530029,1179.449951,1182.27002,1065600,1182.27002,9,Quarter 3,2019
2019-09-05,1214,1192.689941,1193.660034,1212.189941,1319700,1212.189941,9,Quarter 3,2019
2019-09-06,1212.949951,1203.26001,1209.140015,1206.319946,948600,1206.319946,9,Quarter 3,2019
2019-09-09,1220.550049,1193.170044,1207.079956,1205.27002,1592700,1205.27002,9,Quarter 3,2019
2019-09-10,1210,1196.01001,1196.089966,1205.699951,1396100,1205.699951,9,Quarter 3,2019
2019-09-11,1222.469971,1202.280029,1203.890015,1220,1176100,1220,9,Quarter 3,2019
2019-09-12,1242.420044,1222.560059,1223.469971,1234.969971,1582200,1234.969971,9,Quarter 3,2019
2019-09-13,1241.050049,1227.079956,1232.109985,1240.030029,1183800,1240.030029,9,Quarter 3,2019
2019-09-16,1239.02002,1225.189941,1230.439941,1231.630005,1410900,1231.630005,9,Quarter 3,2019
2019-09-17,1235,1223.349976,1231.630005,1229.880005,1040300,1229.880005,9,Quarter 3,2019
2019-09-18,1236.23999,1216.469971,1230.23999,1232.650024,872000,1232.650024,9,Quarter 3,2019
2019-09-19,1244.339966,1232.310059,1232.319946,1238.75,827700,1238.75,9,Quarter 3,2019
2019-09-20,1242.800049,1223.579956,1233.640015,1229.839966,1884600,1229.839966,9,Quarter 3,2019
2019-09-23,1239.680054,1223.780029,1226.569946,1234.689941,1039900,1234.689941,9,Quarter 3,2019
2019-09-24,1247.109985,1210.640015,1240,1218.329956,1790200,1218.329956,9,Quarter 3,2019
2019-09-25,1248.02002,1209.199951,1216.01001,1245.939941,1339900,1245.939941,9,Quarter 3,2019
2019-09-26,1244.670044,1231.819946,1242.140015,1242.290039,1158300,1242.290039,9,Quarter 3,2019
2019-09-27,1244.98999,1215.199951,1242.829956,1225.949951,1706100,1225.949951,9,Quarter 3,2019
2019-09-30,1227.410034,1213.420044,1220.599976,1221.140015,1223500,1221.140015,9,Quarter 3,2019
2019-10-01,1232.859985,1205.550049,1222.48999,1206,1225200,1206,10,Quarter 4,2019
2019-10-02,1198.76001,1172.630005,1196.5,1177.920044,1651500,1177.920044,10,Quarter 4,2019
2019-10-03,1191,1163.140015,1183.339966,1189.430054,1418400,1189.430054,10,Quarter 4,2019
2019-10-04,1212.459961,1190.969971,1194.290039,1210.959961,1214100,1210.959961,10,Quarter 4,2019
2019-10-07,1218.910034,1204.359985,1207,1208.25,852000,1208.25,10,Quarter 4,2019
2019-10-08,1206.869995,1189.47998,1198.77002,1190.130005,1004300,1190.130005,10,Quarter 4,2019
2019-10-09,1208.459961,1198.119995,1201.329956,1202.400024,797400,1202.400024,10,Quarter 4,2019
2019-10-10,1215.619995,1197.859985,1198.599976,1209.469971,642100,1209.469971,10,Quarter 4,2019
2019-10-11,1228.75,1213.640015,1224.030029,1215.709961,1116500,1215.709961,10,Quarter 4,2019
2019-10-14,1225.880005,1211.880005,1213.890015,1217.77002,664800,1217.77002,10,Quarter 4,2019
2019-10-15,1247.130005,1220.920044,1221.5,1242.23999,1379200,1242.23999,10,Quarter 4,2019
2019-10-16,1254.189941,1238.530029,1241.810059,1243,1149300,1243,10,Quarter 4,2019
2019-10-17,1263.75,1249.869995,1251.400024,1252.800049,1047900,1252.800049,10,Quarter 4,2019
2019-10-18,1258.109985,1240.140015,1254.689941,1244.410034,1581200,1244.410034,10,Quarter 4,2019
2019-10-21,1253.51001,1239.98999,1248.699951,1244.280029,904700,1244.280029,10,Quarter 4,2019
2019-10-22,1248.72998,1239.849976,1244.47998,1241.199951,1143100,1241.199951,10,Quarter 4,2019
2019-10-23,1258.040039,1240.209961,1240.209961,1257.630005,1064100,1257.630005,10,Quarter 4,2019
2019-10-24,1262.900024,1252.349976,1259.109985,1259.109985,1011200,1259.109985,10,Quarter 4,2019
2019-10-25,1268,1249.150024,1252,1264.300049,1355200,1264.300049,10,Quarter 4,2019
2019-10-28,1299.23999,1272.310059,1275,1288.97998,3271400,1288.97998,10,Quarter 4,2019
2019-10-29,1280.800049,1255.609985,1276,1260.660034,2632700,1260.660034,10,Quarter 4,2019
2019-10-30,1268.02002,1250.650024,1255.150024,1260.699951,1460200,1260.699951,10,Quarter 4,2019
2019-10-31,1266.52002,1249.47998,1260,1258.800049,1595200,1258.800049,10,Quarter 4,2019
2019-11-01,1273,1259.709961,1265.800049,1272.25,1440600,1272.25,11,Quarter 4,2019
2019-11-04,1292.5,1276.109985,1276.109985,1289.609985,1531600,1289.609985,11,Quarter 4,2019
2019-11-05,1297.23999,1289.380005,1291.199951,1291.439941,1257400,1291.439941,11,Quarter 4,2019
2019-11-06,1292.98999,1282.27002,1290.089966,1291.01001,1231300,1291.01001,11,Quarter 4,2019
2019-11-07,1322.650024,1293.75,1294.280029,1306.939941,2257000,1306.939941,11,Quarter 4,2019
2019-11-08,1317.109985,1301.52002,1301.52002,1309,1519600,1309,11,Quarter 4,2019
2019-11-11,1304.900024,1295.869995,1304,1298.280029,861700,1298.280029,11,Quarter 4,2019
2019-11-12,1309.349976,1294.23999,1298.569946,1297.209961,1442600,1297.209961,11,Quarter 4,2019
2019-11-13,1302.52002,1292.150024,1293.180054,1296.180054,1026900,1296.180054,11,Quarter 4,2019
2019-11-14,1315.719971,1293.939941,1295,1309.150024,1447400,1309.150024,11,Quarter 4,2019
2019-11-15,1333.540039,1311.890015,1315.050049,1333.540039,1964300,1333.540039,11,Quarter 4,2019
2019-11-18,1333.920044,1316.160034,1332.339966,1319.839966,1399200,1319.839966,11,Quarter 4,2019
2019-11-19,1326.630005,1311.77002,1326.630005,1312.589966,1093200,1312.589966,11,Quarter 4,2019
2019-11-20,1313.209961,1289.209961,1311.359985,1301.859985,1444600,1301.859985,11,Quarter 4,2019
2019-11-21,1311.119995,1290.75,1299.25,1300.140015,1277300,1300.140015,11,Quarter 4,2019
2019-11-22,1306.900024,1289.359985,1303,1293.670044,1388800,1293.670044,11,Quarter 4,2019
2019-11-25,1310.410034,1295.609985,1296.26001,1305.640015,1179500,1305.640015,11,Quarter 4,2019
2019-11-26,1314.01001,1304.040039,1309.910034,1313,1095500,1313,11,Quarter 4,2019
2019-11-27,1317.640015,1309.469971,1315.420044,1312.130005,940400,1312.130005,11,Quarter 4,2019
2019-11-29,1309.949951,1303.22998,1306.599976,1304.089966,640100,1304.089966,11,Quarter 4,2019
2019-12-02,1305.439941,1280.380005,1302.560059,1288.859985,1326900,1288.859985,12,Quarter 4,2019
2019-12-03,1297.22998,1277.050049,1278.660034,1294.73999,1263500,1294.73999,12,Quarter 4,2019
2019-12-04,1324.27002,1303.050049,1306.099976,1318.939941,1775300,1318.939941,12,Quarter 4,2019
2019-12-05,1327.97998,1314.319946,1327,1326.959961,1220400,1326.959961,12,Quarter 4,2019
2019-12-06,1342.469971,1331.22998,1332.75,1339.390015,1648400,1339.390015,12,Quarter 4,2019
2019-12-09,1357.550049,1336.069946,1338.859985,1342.98999,1542100,1342.98999,12,Quarter 4,2019
2019-12-10,1348,1334,1339.939941,1342.890015,880300,1342.890015,12,Quarter 4,2019
2019-12-11,1349.890015,1341.099976,1348.300049,1344.25,1024000,1344.25,12,Quarter 4,2019
2019-12-12,1354.579956,1338.199951,1343.209961,1348.48999,1455700,1348.48999,12,Quarter 4,2019
2019-12-13,1351.349976,1341.660034,1347.900024,1346.869995,1658500,1346.869995,12,Quarter 4,2019
2019-12-16,1363.530029,1350.609985,1355,1360.699951,1406400,1360.699951,12,Quarter 4,2019
2019-12-17,1364.329956,1350.77002,1362.410034,1354.890015,1647400,1354.890015,12,Quarter 4,2019
2019-12-18,1359.430054,1350.459961,1357,1351.910034,1166500,1351.910034,12,Quarter 4,2019
2019-12-19,1357.530029,1348.75,1351.910034,1356.439941,1446100,1356.439941,12,Quarter 4,2019
2019-12-20,1364,1350.72998,1363.099976,1351.219971,2504500,1351.219971,12,Quarter 4,2019
2019-12-23,1361.849976,1348,1358.72998,1350.630005,996800,1350.630005,12,Quarter 4,2019
2019-12-24,1352.01001,1344.170044,1350.209961,1344.430054,673400,1344.430054,12,Quarter 4,2019
2019-12-26,1363.199951,1345.51001,1346.550049,1362.469971,1183100,1362.469971,12,Quarter 4,2019
2019-12-27,1367.050049,1353,1364,1354.640015,1160600,1354.640015,12,Quarter 4,2019
2019-12-30,1357,1337.839966,1356.810059,1339.709961,999700,1339.709961,12,Quarter 4,2019
2019-12-31,1340.660034,1332.130005,1335.790039,1339.390015,975700,1339.390015,12,Quarter 4,2019
2020-01-02,1368.680054,1346.48999,1348.410034,1368.680054,1363900,1368.680054,1,Quarter 1,2020
2020-01-03,1373.75,1347.319946,1348,1361.52002,1170400,1361.52002,1,Quarter 1,2020
2020-01-06,1398.319946,1351,1351.630005,1397.810059,2338400,1397.810059,1,Quarter 1,2020
2020-01-07,1403.5,1391.560059,1400.459961,1395.109985,1716500,1395.109985,1,Quarter 1,2020
