Date,High,Low,Open,Close,Volume,Adj Close,Month,Quarter,Year
2008-10-23,179.179184,169.1641693,177.0019989,176.3363342,12944842,176.3363342,10,Quarter 4,2008
2008-10-24,175.4104156,162.5325317,163.3983917,169.8148193,14703282,169.8148193,10,Quarter 4,2008
2008-10-27,171.6716766,162.9629669,167.5725708,164.9099121,12388999,164.9099121,10,Quarter 4,2008
2008-10-28,184.8398438,164.4194183,169.6947021,184.5595551,16194589,184.5595551,10,Quarter 4,2008
2008-10-29,185.6856842,176.3613586,183.0780792,179.179184,19493687,179.179184,10,Quarter 4,2008
2008-10-30,186.1861877,179.3643646,184.4144135,180.0250244,15961822,180.0250244,10,Quarter 4,2008
2008-10-31,186.1661682,177.3123169,178.258255,179.8598633,14831753,179.8598633,10,Quarter 4,2008
2008-11-03,181.6766815,170.8858795,178.9689636,173.4184113,11897091,173.4184113,11,Quarter 4,2008
2008-11-04,186.3663635,172.9229279,176.8968964,183.653656,14685100,183.653656,11,Quarter 4,2008
2008-11-05,184.6246185,170.8258209,181.2562561,171.2912903,13879107,171.2912903,11,Quarter 4,2008
2008-11-06,172.3823853,163.0680695,170.1551514,165.7757721,17132450,165.7757721,11,Quarter 4,2008
2008-11-07,170.7457428,162.8278351,166.7267303,165.735733,9353237,165.735733,11,Quarter 4,2008
2008-11-10,164.8848877,154.8898926,164.1641693,159.5495453,16144040,159.5495453,11,Quarter 4,2008
2008-11-11,158.3083038,150.4104156,154.4994965,155.8858795,20272907,155.8858795,11,Quarter 4,2008
2008-11-12,156.4013977,144.0240173,151.176178,145.6456451,20082098,145.6456451,11,Quarter 4,2008
2008-11-13,156.656662,140.1401367,146.0310364,156.1961975,26442931,156.1961975,11,Quarter 4,2008
2008-11-14,162.6576538,151.431427,151.7767792,155.1651611,19015166,155.1651611,11,Quarter 4,2008
2008-11-17,155.2352295,149.1241302,151.6516571,150.2102051,15072512,150.2102051,11,Quarter 4,2008
2008-11-18,152.0170135,142.8178253,150.9359436,148.8588562,16675508,148.8588562,11,Quarter 4,2008
2008-11-19,150.2452393,139.4294281,147.8428497,140.2302246,15653531,140.2302246,11,Quarter 4,2008
2008-11-20,141.611618,129.6496429,137.5825806,129.9099121,19539241,129.9099121,11,Quarter 4,2008
2008-11-21,134.8198242,123.7737732,131.3863831,131.346344,20468511,131.346344,11,Quarter 4,2008
2008-11-24,135.1101074,124.629631,134.7647705,128.8488464,20089291,128.8488464,11,Quarter 4,2008
2008-11-25,143.4734802,133.7937927,134.474472,141.1661682,21520858,141.1661682,11,Quarter 4,2008
2008-11-26,147.8778839,138.2382355,140.2802734,146.1911926,12700487,146.1911926,11,Quarter 4,2008
2008-11-28,148.3733673,144.2842865,145.4354401,146.6266327,5125869,146.6266327,11,Quarter 4,2008
2008-12-01,143.8338318,133.1231232,143.48349,133.1281281,11410978,133.1281281,12,Quarter 4,2008
2008-12-02,139.0290222,131.4214172,135,137.692688,11667721,137.692688,12,Quarter 4,2008
2008-12-03,140.820816,132.8027954,135.0600586,139.8548584,11797790,139.8548584,12,Quarter 4,2008
2008-12-04,141.8868866,134.519516,138.4033966,137.307312,9763427,137.307312,12,Quarter 4,2008
2008-12-05,142.2622681,132.1421356,135.6456451,142.1371307,13029358,142.1371307,12,Quarter 4,2008
2008-12-08,154.8748779,141.1411438,145.1401367,151.2062073,16272311,151.2062073,12,Quarter 4,2008
2008-12-09,159.1591644,148.653656,148.993988,153.1381378,13766020,153.1381378,12,Quarter 4,2008
2008-12-10,157.607605,152.4074097,154.7747803,154.5645599,10463526,154.5645599,12,Quarter 4,2008
2008-12-11,156.5966034,149.0490417,152.2372437,150.2602539,12346042,150.2602539,12,Quarter 4,2008
2008-12-12,158.3933868,147.1471405,148.003006,158.0380402,11432756,158.0380402,12,Quarter 4,2008
2008-12-15,159.4044037,152.7077026,157.1621552,155.4904938,13462324,155.4904938,12,Quarter 4,2008
2008-12-16,164.914917,155.7907867,157.4174194,162.8027954,14105081,162.8027954,12,Quarter 4,2008
2008-12-17,161.2262268,156.3663635,159.4794769,157.777771,11567821,157.777771,12,Quarter 4,2008
2008-12-18,160.3353424,154.7097168,158.5085144,155.2952881,9517473,155.2952881,12,Quarter 4,2008
2008-12-19,159.0540466,154.6546478,155.65065,155.2402344,11213975,155.2402344,12,Quarter 4,2008
2008-12-22,154.9049072,145.4604645,154.434433,148.7037048,7827365,148.7037048,12,Quarter 4,2008
2008-12-23,151.8068085,148.48349,150.3653717,149.1591644,7547845,149.1591644,12,Quarter 4,2008
2008-12-24,153.3233185,149.3393402,150.8908844,151.6266327,3839157,151.6266327,12,Quarter 4,2008
2008-12-26,152.7827759,149.304306,152.1871796,150.3303375,3914282,150.3303375,12,Quarter 4,2008
2008-12-29,150.8408356,145.9359436,150.2602539,148.8588562,7396396,148.8588562,12,Quarter 4,2008
2008-12-30,153.5585632,149.5045013,150.5505524,151.7067108,7679313,151.7067108,12,Quarter 4,2008
2008-12-31,155.6556549,151.4564514,152.2522583,153.9789734,5767826,153.9789734,12,Quarter 4,2008
2009-01-02,161.0710754,152.9029083,154.4544525,160.820816,7213779,160.820816,1,Quarter 1,2009
2009-01-05,165.7857819,157.6576538,160.6606598,164.1891937,9768222,164.1891937,1,Quarter 1,2009
2009-01-06,170.5705719,163.3583527,166.656662,167.1972046,12837550,167.1972046,1,Quarter 1,2009
2009-01-07,165.6206207,159.5345306,164.3243256,161.1661682,8980011,161.1661682,1,Quarter 1,2009
2009-01-08,162.7577515,158.8288269,159.2993011,162.7577515,7194199,162.7577515,1,Quarter 1,2009
2009-01-09,163.9139099,156.8568573,163.9139099,157.692688,8672319,157.692688,1,Quarter 1,2009
2009-01-12,159.6346283,155.2702637,158.3133087,156.5014954,6601991,156.5014954,1,Quarter 1,2009
2009-01-13,160.4604645,155.3503571,156.0410461,157.3173218,8856135,157.3173218,1,Quarter 1,2009
2009-01-14,157.0570526,149.0240173,155.1551514,150.6356354,10924864,150.6356354,1,Quarter 1,2009
2009-01-15,151.9419403,143.5385437,148.9339294,149.6446381,11857131,149.6446381,1,Quarter 1,2009
2009-01-16,154.2792816,147.9980011,152.6626587,149.9849854,10438351,149.9849854,1,Quarter 1,2009
2009-01-20,149.8999023,141.51651,149.7197266,141.51651,10086304,141.51651,1,Quarter 1,2009
2009-01-21,151.9019012,144.3193207,144.3193207,151.6916962,9839151,151.6916962,1,Quarter 1,2009
2009-01-22,154.829834,147.7227173,149.1691742,153.4033966,16517466,153.4033966,1,Quarter 1,2009
2009-01-23,166.1461487,152.2622681,154.7897949,162.5125122,21444134,162.5125122,1,Quarter 1,2009
2009-01-26,164.1641693,160.4404449,162.5875854,162.0970917,9212179,162.0970917,1,Quarter 1,2009
2009-01-27,167.1020966,162.2973022,163.388382,165.905899,9844745,165.905899,1,Quarter 1,2009
2009-01-28,176.3413391,168.3233185,169.1591644,174.5095062,15367417,174.5095062,1,Quarter 1,2009
2009-01-29,172.6976929,170.2252197,172.4424438,171.8318329,14553032,171.8318329,1,Quarter 1,2009
2009-01-30,174.5745697,168.1681671,172.5175171,169.434433,9334656,169.434433,1,Quarter 1,2009
2009-02-02,172.6726685,166.1661682,167.3123169,170.4554596,10403386,170.4554596,2,Quarter 1,2009
2009-02-03,171.6716766,167.082077,171.4564514,170.395401,13099887,170.395401,2,Quarter 1,2009
2009-02-04,177.3973999,169.7547607,170.2052002,171.6716766,13621165,171.6716766,2,Quarter 1,2009
2009-02-05,177.8678741,168.6686707,170.6256256,177.0370331,14514271,177.0370331,2,Quarter 1,2009
2009-02-06,187.0920868,177.8979034,178.4084015,185.8258209,14062124,185.8258209,2,Quarter 1,2009
2009-02-09,190.6906891,183.8338318,185.8258209,189.5745697,9944645,189.5745697,2,Quarter 1,2009
2009-02-10,188.9389343,179.1241302,188.1781769,179.434433,14193193,179.434433,2,Quarter 1,2009
2009-02-11,182.6826782,176.6766815,179.6546478,179.1992035,10452737,179.1992035,2,Quarter 1,2009
2009-02-12,181.9919891,175.9159088,176.7567596,181.7067108,11089499,181.7067108,2,Quarter 1,2009
2009-02-13,181.6766815,177.7927856,181.2762756,179.0190125,8285107,179.0190125,2,Quarter 1,2009
2009-02-17,173.7187195,170.0150146,173.428421,171.5014954,11349439,171.5014954,2,Quarter 1,2009
2009-02-18,176.8668671,170.4304352,173.7937927,176.7317352,12036951,176.7317352,2,Quarter 1,2009
2009-02-19,180.0800781,170.8758698,178.9139099,171.4914856,9967423,171.4914856,2,Quarter 1,2009
2009-02-20,174.6346283,167.6676636,169.1941986,173.3983917,12421766,173.3983917,2,Quarter 1,2009
2009-02-23,175.0750732,164.9399414,173.6736755,165.1951904,10431758,165.1951904,2,Quarter 1,2009
2009-02-24,174.9849854,165.610611,165.6756744,172.8979034,12179608,172.8979034,2,Quarter 1,2009
2009-02-25,176.3263245,169.6296234,171.2462463,170.9909973,12865322,170.9909973,2,Quarter 1,2009
2009-02-26,176.4214172,168.7487488,173.1531525,168.7587585,11199989,168.7587585,2,Quarter 1,2009
2009-02-27,172.082077,165.7207184,166.6416473,169.1641693,10829160,169.1641693,2,Quarter 1,2009
2009-03-02,170.5205231,163.1631622,166.8318329,163.7437439,11565423,163.7437439,3,Quarter 1,2009
2009-03-03,167.0120087,161.3363342,165.2001953,162.9029083,13036550,162.9029083,3,Quarter 1,2009
2009-03-04,164.6646576,157.8478546,161.741745,159.6196136,15621163,159.6196136,3,Quarter 1,2009
2009-03-05,159.699707,151.4714661,158.3983917,152.9729767,13046740,152.9729767,3,Quarter 1,2009
2009-03-06,155.2502441,147.2722778,153.7637634,154.4394379,14453932,154.4394379,3,Quarter 1,2009
2009-03-09,153.4384308,144.869873,150.1401367,145.5905914,12929657,145.5905914,3,Quarter 1,2009
2009-03-10,155.4054108,147.2722778,149.2742767,154.2392426,13446940,154.2392426,3,Quarter 1,2009
2009-03-11,160.1601563,153.0080109,155.2052002,159.1141205,11835353,159.1141205,3,Quarter 1,2009
2009-03-12,162.6626587,156.9819794,158.9289246,161.9269257,10038152,161.9269257,3,Quarter 1,2009
2009-03-13,163.8938904,159.6746826,163.2132111,162.3723755,7804987,162.3723755,3,Quarter 1,2009
2009-03-16,165.0300293,159.4544525,163.1581573,160.0050049,9883706,160.0050049,3,Quarter 1,2009
2009-03-17,167.8378448,159.7047119,160.2502441,167.8378448,9415575,167.8378448,3,Quarter 1,2009
2009-03-18,170.170166,164.1891937,167.5725708,166.7167206,10014376,166.7167206,3,Quarter 1,2009
2009-03-19,168.1681671,163.8538513,166.006012,165.1351318,8214178,165.1351318,3,Quarter 1,2009
2009-03-20,166.6616669,163.3333282,165.3153076,165.2452393,9466324,165.2452393,3,Quarter 1,2009
2009-03-23,174.8999023,166.6816864,166.9469452,174.474472,8534457,174.474472,3,Quarter 1,2009
2009-03-24,177.0970917,172.1721649,173.4234161,173.7587585,7632360,173.7587585,3,Quarter 1,2009
2009-03-25,175.8458405,168.2932892,175.3753815,172.2072144,8663927,172.2072144,3,Quarter 1,2009
2009-03-26,179.7597656,174.4244232,176.741745,176.8218231,11994593,176.8218231,3,Quarter 1,2009
2009-03-27,176.176178,172.9079132,175.1751709,174.0240173,6638954,174.0240173,3,Quarter 1,2009
2009-03-30,172.0770721,168.1931915,171.4464417,171.51651,6182012,171.51651,3,Quarter 1,2009
2009-03-31,176.9319305,173.2632599,174.6396332,174.2042084,7303289,174.2042084,3,Quarter 1,2009
2009-04-01,177.7977905,170.4754791,172.0620575,177.222229,6595798,177.222229,4,Quarter 2,2009
2009-04-02,185.0650635,180.3403473,181.8368378,181.431427,8967024,181.431427,4,Quarter 2,2009
2009-04-03,186.046051,179.179184,182.4324341,185.0750732,7572020,185.0750732,4,Quarter 2,2009
2009-04-06,185.0950928,180.8808746,183.6836853,184.304306,6554039,184.304306,4,Quarter 2,2009
2009-04-07,182.0570526,177.83284,181.4814758,179.5045013,7352840,179.5045013,4,Quarter 2,2009
2009-04-08,182.6826782,178.2832794,181.9319305,181.1811829,5524870,181.1811829,4,Quarter 2,2009
2009-04-09,187.3623657,183.3083038,184.9349365,186.4364319,6758435,186.4364319,4,Quarter 2,2009
2009-04-13,189.7397461,185.3353424,185.8508453,189.2442474,6094100,189.2442474,4,Quarter 2,2009
2009-04-14,188.6836853,182.9829865,188.6586609,184.6396332,6850343,184.6396332,4,Quarter 2,2009
2009-04-15,190.7207184,182.2622681,183.7337341,189.9399414,9851539,189.9399414,4,Quarter 2,2009
2009-04-16,196.6466522,190.7006989,190.9409485,194.5645599,20349830,194.5645599,4,Quarter 2,2009
2009-04-17,200.1101074,192.5975952,193.2032013,196.3163147,21440138,196.3163147,4,Quarter 2,2009
2009-04-20,195.5205231,188.1331329,193.2682648,189.8398438,8848942,189.8398438,4,Quarter 2,2009
2009-04-21,192.3423462,188.2382355,188.2732697,190.9259186,7383409,190.9259186,4,Quarter 2,2009
2009-04-22,195.1951904,189.6947021,191.0660706,192.1221161,6996596,192.1221161,4,Quarter 2,2009
2009-04-23,195.0700684,190.7457428,193.9489441,192.5375366,5212782,192.5375366,4,Quarter 2,2009
2009-04-24,196.7867889,190.4404449,193.2182159,194.9399414,6764029,194.9399414,4,Quarter 2,2009
2009-04-27,194.9399414,191.5665741,192.3623657,193.1681671,4576619,193.1681671,4,Quarter 2,2009
2009-04-28,194.7197266,190.960968,192.0670624,192.0470428,5881313,192.0470428,4,Quarter 2,2009
2009-04-29,197.6826782,193.1081085,193.1781769,195.9309235,7212780,195.9309235,4,Quarter 2,2009
2009-04-30,202.0770721,197.5975952,198.0780792,198.1831818,8702689,198.1831818,4,Quarter 2,2009
2009-05-01,198.993988,195.9709778,197.7127075,197.042038,4850545,197.042038,5,Quarter 2,2009
2009-05-04,201.4013977,197.5925903,199.2842865,201.1911926,6399594,201.1911926,5,Quarter 2,2009
2009-05-05,202.7026978,198.823822,200.1901855,201.696701,4796798,201.696701,5,Quarter 2,2009
2009-05-06,204.3443451,200.7006989,203.5986023,201.9369354,5260534,201.9369354,5,Quarter 2,2009
2009-05-07,202.6976929,196.4464417,202.2522583,198.5035095,5993600,198.5035095,5,Quarter 2,2009
2009-05-08,205.2702637,197.6976929,201.6266327,203.868866,7722470,203.868866,5,Quarter 2,2009
2009-05-11,206.2062073,200.8007965,201.6016083,204.1941986,5113481,204.1941986,5,Quarter 2,2009
2009-05-12,205.7006989,197.7527466,205.2102051,199.7047119,7574018,199.7047119,5,Quarter 2,2009
2009-05-13,198.3933868,194.3693695,197.2422485,194.9649658,5679914,194.9649658,5,Quarter 2,2009
2009-05-14,196.3013,192.5375366,194.5945892,193.9439392,5868126,193.9439392,5,Quarter 2,2009
2009-05-15,197.2522583,194.7397461,195.7457428,195.1951904,6011383,195.1951904,5,Quarter 2,2009
2009-05-18,198.8538513,192.8928986,197.562561,198.6186218,6696697,198.6186218,5,Quarter 2,2009
2009-05-19,201.0210266,196.696701,198.2482452,199.6396332,5669325,199.6396332,5,Quarter 2,2009
2009-05-20,203.0380402,197.6976929,201.2462463,198.7887878,4563432,198.7887878,5,Quarter 2,2009
2009-05-21,201.6216278,197.1171112,198.3483429,198.4484406,5434160,198.4484406,5,Quarter 2,2009
2009-05-22,199.5245209,196.1961975,198.5285339,196.9469452,3433763,196.9469452,5,Quarter 2,2009
2009-05-26,202.7026978,195.1951904,196.1711731,202.3823853,6202791,202.3823853,5,Quarter 2,2009
2009-05-27,206.1361389,202.607605,203.0230255,202.9829865,6062531,202.9829865,5,Quarter 2,2009
2009-05-28,206.0160217,202.5075073,204.5445404,205.4054108,5332262,205.4054108,5,Quarter 2,2009
2009-05-29,208.823822,205.5555573,206.261261,208.823822,5291104,208.823822,5,Quarter 2,2009
2009-06-01,215.0150146,209.474472,209.5745697,213.4934998,6638155,213.4934998,6,Quarter 2,2009
2009-06-02,215.1951904,211.911911,213.3383331,214.4144135,5241953,214.4144135,6,Quarter 2,2009
2009-06-03,216.4464417,212.2122192,213.2132111,216.0410461,7058534,216.0410461,6,Quarter 2,2009
2009-06-04,220.8408356,217.4674683,217.8678741,220.3603668,7268924,220.3603668,6,Quarter 2,2009
2009-06-05,223.8938904,219.9499512,222.7577515,222.3823853,7354238,222.3823853,6,Quarter 2,2009
2009-06-08,220.6806793,217.2772827,219.9699707,219.604599,6191203,219.604599,6,Quarter 2,2009
2009-06-09,220.4704742,216.0960999,219.5095062,218.0280304,6503290,218.0280304,6,Quarter 2,2009
2009-06-10,219.1641693,213.5485535,218.3333282,216.51651,6711082,216.51651,6,Quarter 2,2009
2009-06-11,217.082077,214.3993988,216.1011047,214.7147217,5724670,214.7147217,6,Quarter 2,2009
2009-06-12,214.0640564,210.8158112,213.6436462,212.6326294,5830963,212.6326294,6,Quarter 2,2009
2009-06-15,210.960968,207.2072144,210.960968,208.5935974,7466326,208.5935974,6,Quarter 2,2009
2009-06-16,210.7557526,207.917923,209.8648682,208.2082062,6093301,208.2082062,6,Quarter 2,2009
2009-06-17,210.0700684,205.9859924,208.303299,207.7877808,6973220,207.7877808,6,Quarter 2,2009
2009-06-18,209.5545502,206.7067108,208.0480499,207.2372437,6164230,207.2372437,6,Quarter 2,2009
2009-06-19,210.4404449,207.4974976,209.3143158,210.255249,8509682,210.255249,6,Quarter 2,2009
2009-06-22,208.953949,201.1461487,208.6836853,203.8788757,8240551,203.8788757,6,Quarter 2,2009
2009-06-23,204.699707,201.4764709,203.5285339,203.043045,5793401,203.043045,6,Quarter 2,2009
2009-06-24,206.3213196,203.48349,204.5745697,204.8498535,4910684,204.8498535,6,Quarter 2,2009
2009-06-25,208.1581573,203.4584656,203.7037048,208.0930939,6082911,208.0930939,6,Quarter 2,2009
2009-06-26,214.3293304,206.7617645,207.0470428,212.872879,6506887,212.872879,6,Quarter 2,2009
2009-06-29,214.1141205,211.3313293,213.2132111,212.2822876,4334261,212.2822876,6,Quarter 2,2009
2009-06-30,213.8188171,209.3193207,212.2122192,211.006012,5182612,211.006012,6,Quarter 2,2009
2009-07-01,213.4134064,209.2842865,212.3123169,209.7047119,4616978,209.7047119,7,Quarter 3,2009
2009-07-02,207.9129181,203.6086121,207.9129181,204.4494476,5030165,204.4494476,7,Quarter 3,2009
2009-07-06,205.525528,201.0310364,203.4534454,205.0100098,4520675,205.0100098,7,Quarter 3,2009
2009-07-07,204.7998047,198.1881866,204.3243256,198.5135193,6512081,198.5135193,7,Quarter 3,2009
2009-07-08,203.2032013,199.2292328,200.2001953,201.4464417,6875518,201.4464417,7,Quarter 3,2009
2009-07-09,207.4324341,203.1031036,203.2632599,205.4004059,6544649,205.4004059,7,Quarter 3,2009
2009-07-10,208.8938904,204.5545502,204.9949951,207.4074097,5847347,207.4074097,7,Quarter 3,2009
2009-07-13,212.4724731,207.7977905,208.2932892,212.3623657,8083309,212.3623657,7,Quarter 3,2009
2009-07-14,213.5785828,210.6456451,212.0670624,212.5575562,5785808,212.5575562,7,Quarter 3,2009
2009-07-15,219.5595551,214.4594574,215.0450439,219.304306,7546446,219.304306,7,Quarter 3,2009
2009-07-16,223.0980988,217.2672729,218.5585632,221.5215149,13095891,221.5215149,7,Quarter 3,2009
2009-07-17,217.957962,213.5635681,216.7167206,215.3403473,13694492,215.3403473,7,Quarter 3,2009
2009-07-20,216.6416473,213.3383331,215.1551514,215.300293,6300693,215.300293,7,Quarter 3,2009
2009-07-21,216.1661682,213.0730743,215.6856842,214.1641693,5930464,214.1641693,7,Quarter 3,2009
2009-07-22,215.3153076,211.9619598,214.2142181,214.0590515,5168227,214.0590515,7,Quarter 3,2009
2009-07-23,220.8258209,212.9629669,214.5545502,218.8888855,6949444,218.8888855,7,Quarter 3,2009
2009-07-24,225.4704742,217.7177124,218.1231232,223.5835876,7246546,223.5835876,7,Quarter 3,2009
2009-07-27,223.5986023,219.0240173,223.2432404,222.6226196,5003791,222.6226196,7,Quarter 3,2009
2009-07-28,221.6266327,218.2682648,220.7207184,220.1451416,5059935,220.1451416,7,Quarter 3,2009
2009-07-29,219.1191254,216.1611633,218.8338318,218.3383331,3970026,218.3383331,7,Quarter 3,2009
2009-07-30,225.960968,221.5265198,221.5265198,223.043045,6390803,223.043045,7,Quarter 3,2009
2009-07-31,226.5765839,221.4364319,225.21521,221.7467499,5715079,221.7467499,7,Quarter 3,2009
2009-08-03,227.1771698,224.0440369,224.5945892,226.3313293,5175419,226.3313293,8,Quarter 3,2009
2009-08-04,227.2272339,224.4394379,224.9099121,227.0920868,4774820,227.0920868,8,Quarter 3,2009
2009-08-05,228.6836853,224.1641693,228.2282257,225.7957916,4679316,225.7957916,8,Quarter 3,2009
2009-08-06,227.6676636,224.4894867,227.3773804,225.4054108,4217578,225.4054108,8,Quarter 3,2009
2009-08-07,229.9399414,227.7227173,228.0630646,228.7787781,5081114,228.7787781,8,Quarter 3,2009
2009-08-10,229.434433,227.1221161,227.7977905,228.5335388,3480516,228.5335388,8,Quarter 3,2009
2009-08-11,228.8438416,226.4164124,227.0620575,227.1972046,3421575,227.1972046,8,Quarter 3,2009
2009-08-12,231.1061096,227.6876831,227.9329376,229.519516,4678117,229.519516,8,Quarter 3,2009
2009-08-13,232.5925903,229.6846924,231.3063049,231.3713684,3986410,231.3713684,8,Quarter 3,2009
2009-08-14,231.8218231,228.6736755,231.6216278,230.2302246,3346850,230.2302246,8,Quarter 3,2009
2009-08-17,226.2212219,221.7817841,225.9759827,222.6676636,5235160,222.6676636,8,Quarter 3,2009
2009-08-18,224.0740814,221.3813782,222.7727661,222.8628693,4697498,222.8628693,8,Quarter 3,2009
2009-08-19,222.7227173,219.4994965,220.21521,222.2072144,4505490,222.2072144,8,Quarter 3,2009
2009-08-20,231.3213196,225.8408356,226.2262268,230.4354401,7989802,230.4354401,8,Quarter 3,2009
2009-08-21,233.2782745,231.5565643,233.003006,232.8528595,7113879,232.8528595,8,Quarter 3,2009
2009-08-24,235.2802734,232.4424438,233.908905,234.5995941,4901893,234.5995941,8,Quarter 3,2009
2009-08-25,237.4124146,234.5945892,234.7998047,235.9209137,4677318,235.9209137,8,Quarter 3,2009
2009-08-26,236.7367401,233.5835876,236.6166229,234.2342377,3971624,234.2342377,8,Quarter 3,2009
2009-08-27,234.5245209,230.5955963,234.5245209,233.2632599,3993802,233.2632599,8,Quarter 3,2009
2009-08-28,236.4214172,231.9219208,234.8648682,232.607605,3539657,232.607605,8,Quarter 3,2009
2009-08-31,231.1611633,229.2292328,230.1251221,231.0660706,3911884,231.0660706,8,Quarter 3,2009
2009-09-01,233.6436462,227.437439,230.0700684,228.1081085,5184610,228.1081085,9,Quarter 3,2009
2009-09-02,229.3943939,226.5215149,228.1381378,226.7317352,3605990,226.7317352,9,Quarter 3,2009
2009-09-03,229.3543549,227.7277222,228.1381378,228.9889832,3289108,228.9889832,9,Quarter 3,2009
2009-09-04,231.5315247,228.1181183,229.0140076,230.8808746,2995402,230.8808746,9,Quarter 3,2009
2009-09-08,233.7287292,228.1481476,232.3773804,229.5395355,5308087,229.5395355,9,Quarter 3,2009
2009-09-09,233.3683624,229.6296234,229.7597656,232.2172241,4386409,232.2172241,9,Quarter 3,2009
2009-09-10,235.7057037,231.2312317,233.5585632,235.7057037,5064131,235.7057037,9,Quarter 3,2009
2009-09-11,236.8868866,234.0490417,235.4354401,236.3063049,3801994,236.3063049,9,Quarter 3,2009
2009-09-14,238.6386414,235.2602539,235.4904938,237.7977905,3947449,237.7977905,9,Quarter 3,2009
2009-09-15,239.6947021,236.5915985,237.777771,239.0090027,4791404,239.0090027,9,Quarter 3,2009
2009-09-16,244.9299316,239.4794769,240.1401367,244.389389,5165429,244.389389,9,Quarter 3,2009
2009-09-17,248.9339294,243.8188171,245.5305328,246.1061096,8957234,246.1061096,9,Quarter 3,2009
2009-09-18,248.738739,245.8608551,248.6336365,245.9759827,6560433,245.9759827,9,Quarter 3,2009
2009-09-21,249.699707,243.3533478,244.1141205,248.7487488,4228567,248.7487488,9,Quarter 3,2009
2009-09-22,251.2462463,249.1541595,250.7107086,249.7797852,6076318,249.7797852,9,Quarter 3,2009
2009-09-23,253.7537537,249.1041107,250.6406403,249.4794769,5402992,249.4794769,9,Quarter 3,2009
2009-09-24,250.9559631,246.7467499,250.4854889,248.6336365,5050145,248.6336365,9,Quarter 3,2009
2009-09-25,250.21521,246.2462463,247.392395,246.4864807,4095101,246.4864807,9,Quarter 3,2009
2009-09-28,251.0010071,246.8968964,247.6676636,249.5145111,3674921,249.5145111,9,Quarter 3,2009
2009-09-29,250.1251221,246.7517548,250.0150146,249.5145111,4194202,249.5145111,9,Quarter 3,2009
2009-09-30,250.3203125,243.8638611,250.2502441,248.173172,6277117,248.173172,9,Quarter 3,2009
2009-10-01,248.48349,243.7437439,246.7467499,243.8438416,5620774,243.8438416,10,Quarter 4,2009
2009-10-02,246.1161194,241.5415344,242.1121063,242.5325317,5196398,242.5325317,10,Quarter 4,2009
2009-10-05,246.4614563,241.911911,244.0690765,244.5045013,4284911,244.5045013,10,Quarter 4,2009
2009-10-06,249.9349365,246.0960999,246.0960999,249.6196136,5459135,249.6196136,10,Quarter 4,2009
2009-10-07,259.7547607,249.1541595,249.7497559,259.0290222,9738652,259.0290222,10,Quarter 4,2009
2009-10-08,261.8869019,256.9269409,260.0450439,257.3473511,8598992,257.3473511,10,Quarter 4,2009
2009-10-09,261.0160217,257.5075073,258.5835876,258.3833923,5470724,258.3833923,10,Quarter 4,2009
2009-10-12,263.143158,259.9199219,261.9719849,262.2822876,6637756,262.2822876,10,Quarter 4,2009
2009-10-13,263.993988,260.9509583,262.4574585,263.3183289,6068725,263.3183289,10,Quarter 4,2009
2009-10-14,268.0580444,265.2652588,266.4964905,267.9279175,6510283,267.9279175,10,Quarter 4,2009
2009-10-15,268.7187195,263.8988953,267.1421509,265.2202148,12188599,265.2202148,10,Quarter 4,2009
2009-10-16,277.6526489,272.5375366,273.9389343,275.2001953,17666116,275.2001953,10,Quarter 4,2009
2009-10-19,277.0770874,274.6396484,276.6216125,276.3213196,6429364,276.3213196,10,Quarter 4,2009
2009-10-20,276.7517395,270.620636,276.0960999,276.1361389,8079313,276.1361389,10,Quarter 4,2009
2009-10-21,279.9549561,274.7747803,275.2302246,275.8258362,7333859,275.8258362,10,Quarter 4,2009
2009-10-22,277.777771,274.2742615,275.2752686,277.3223267,4668327,277.3223267,10,Quarter 4,2009
2009-10-23,279.2242126,275.875885,277.9028931,277.1221313,4780615,277.1221313,10,Quarter 4,2009
2009-10-26,281.1011047,275.7207336,278.1531677,277.3823853,5934859,277.3823853,10,Quarter 4,2009
2009-10-27,277.5575562,272.352356,275.7607727,274.4194336,6426567,274.4194336,10,Quarter 4,2009
2009-10-28,275.2752686,269.3944092,274.209198,270.4204102,5130464,270.4204102,10,Quarter 4,2009
2009-10-29,276.1911926,270.7707825,271.7767639,275.8008118,5040155,275.8008118,10,Quarter 4,2009
2009-10-30,275.3603516,267.3873901,275.2752686,268.3283386,6930063,268.3283386,10,Quarter 4,2009
2009-11-02,270,264.3843689,268.8088074,267.2622681,6397796,267.2622681,11,Quarter 4,2009
2009-11-03,269.0190125,264.4144287,265.2702637,268.9139099,4755640,268.9139099,11,Quarter 4,2009
2009-11-04,273.0230103,268.4784851,270.6706848,270.4354248,4660735,270.4354248,11,Quarter 4,2009
2009-11-05,275.1601563,271.601593,272.0170288,274.5996094,3691705,274.5996094,11,Quarter 4,2009
2009-11-06,276.1661682,273.0230103,274.1341248,275.8258362,3649747,275.8258362,11,Quarter 4,2009
2009-11-09,281.5715637,277.392395,278.0029907,281.5365295,5294500,281.5365295,11,Quarter 4,2009
2009-11-10,284.6746826,281.2812805,281.646637,283.6636658,4457138,283.6636658,11,Quarter 4,2009
2009-11-11,287.0370483,283.2132263,285.5255127,285.5655518,4634761,285.5655518,11,Quarter 4,2009
